0 0 10000
-379 152 2 2
280 -408 3 0
94 468 6 0
400 -145 1 7
69 -348 8 5
62 -62 1 1
-135 330 3 2
-28 -47 5 3
439 194 3 0
67 -464 3 3
301 346 8 4
301 334 8 6
169 -421 7 3
405 -473 8 5
-220 -51 2 9
451 269 8 5
202 -39 9 3
-377 -281 3 4
134 347 7 3
314 -39 8 4
351 94 2 6
-214 -436 7 6
-42 341 6 2
7 -259 8 1
144 488 1 7
-131 155 3 4
-212 -451 8 4
451 -38 6 8
197 350 6 4
-380 424 4 4
-15 -234 9 2
404 159 3 1
-415 -256 4 4
182 459 7 2
135 62 7 3
-389 258 9 1
-143 -187 6 3
-371 309 9 9
260 -429 8 8
432 314 1 6
-63 398 3 5
-417 228 2 7
-312 -162 4 8
-384 213 5 4
-482 -296 2 4
-330 106 8 8
413 25 1 0
337 59 3 2
42 308 9 3
447 -422 4 4
-251 -121 1 9
-175 257 3 7
-298 -51 2 9
-487 237 3 9
-489 -381 8 2
214 -434 1 2
-295 227 2 5
41 -150 7 3
262 145 3 7
175 -330 5 4
-249 72 4 5
444 -239 4 1
-424 -439 1 0
443 -370 7 3
-289 -3 7 0
472 -367 4 2
-372 457 1 8
492 -114 6 4
-330 398 2 7
327 -455 5 3
128 -132 1 7
-193 386 1 8
-166 -382 4 4
-123 -370 7 2
-194 285 2 2
-26 393 2 2
-47 300 5 9
443 103 1 6
3 -479 9 8
428 -196 6 4
472 -208 5 1
-483 -294 8 5
76 343 5 6
-31 -411 1 8
17 57 5 0
-373 8 4 3
438 -57 3 3
-363 331 3 2
-167 119 5 6
484 296 1 6
-280 73 5 8
-329 321 7 0
495 162 6 9
50 308 2 0
231 -219 2 0
104 -124 7 2
-247 -284 9 4
-349 443 3 8
-394 90 5 7
315 -211 2 4
332 292 7 5
-290 467 1 8
-407 -207 4 4
419 -407 1 2
-400 85 2 5
-243 -430 3 0
-79 224 5 6
183 15 1 7
75 88 7 6
19 305 2 0
121 -155 3 8
378 -226 2 0
-422 -183 9 0
172 -280 4 0
191 192 7 3
-107 -486 6 7
-202 -497 3 0
-114 -487 9 6
356 252 5 3
-156 -367 2 2
-465 357 1 7
-408 -236 9 8
-459 388 1 7
-29 -306 9 6
-51 -388 2 2
125 -346 2 6
397 -48 5 6
-370 -416 3 5
291 -222 7 6
490 -13 2 2
184 442 1 4
78 -305 8 9
408 -477 8 7
248 -344 4 7
-497 182 3 1
-127 417 5 8
177 -136 2 2
-112 -190 8 5
-6 -348 7 0
163 -233 9 4
-267 137 9 1
-63 383 3 2
394 -215 9 1
221 -366 3 4
43 -430 6 3
357 -378 5 9
436 -216 6 9
-232 27 4 3
68 355 2 6
-203 -382 7 7
366 -450 9 6
368 -364 8 7
-67 105 8 2
-303 111 9 4
-244 272 4 5
424 286 2 1
413 -223 6 0
49 -114 6 1
-223 -248 5 6
382 -431 7 0
43 383 8 8
427 -325 4 5
-107 12 5 4
-131 124 5 1
-176 -456 5 5
28 -386 5 5
437 -179 6 3
122 293 7 9
51 67 3 5
377 -381 7 8
65 -323 8 8
-233 400 5 8
-150 -210 9 7
134 -283 3 0
-75 103 3 2
326 107 3 9
200 -37 7 6
342 238 1 0
415 -193 4 7
-306 -285 5 1
-280 236 6 8
-402 99 9 9
58 -378 2 6
453 -179 3 2
98 -221 3 4
381 210 2 1
36 221 9 5
-436 -442 1 6
-128 -174 8 4
-52 141 4 9
-298 -13 5 4
280 271 8 2
339 38 5 3
353 3 5 1
337 40 2 7
-336 -478 6 2
382 350 7 4
260 -203 2 3
-222 -206 7 3
-445 -80 6 0
-107 -80 8 8
46 377 9 1
88 -443 7 7
-441 316 1 7
-404 55 7 1
-428 -345 3 1
-387 491 6 9
-365 -87 7 5
88 -355 8 3
-163 135 8 6
62 0 4 8
439 153 8 9
-6 -206 9 0
247 -383 1 8
-333 434 8 2
-340 -5 9 9
-382 -84 5 2
256 -103 9 0
-267 -29 2 3
204 -70 9 0
115 -382 9 6
148 -454 1 7
308 460 7 5
-255 -447 6 5
-292 93 8 2
181 478 9 5
-192 -63 8 8
301 488 5 5
413 -464 3 9
326 114 6 7
160 74 1 7
50 -356 4 7
417 468 4 8
337 -296 2 5
282 -144 3 0
-490 75 6 0
315 -303 8 8
262 398 2 2
-487 470 3 1
-43 -491 3 2
-182 -330 7 3
-403 310 3 9
208 43 2 0
286 -209 6 9
460 -389 5 4
432 -111 8 0
-274 -174 7 9
74 241 3 4
313 148 9 4
-420 212 7 9
11 93 3 2
-241 190 4 4
462 186 9 4
-417 67 1 4
-108 -211 4 7
-338 168 3 2
-479 144 4 8
-173 22 3 0
422 225 5 1
264 233 2 6
-468 -305 1 8
-255 471 1 7
-488 66 2 3
369 -62 9 9
452 499 3 5
-72 127 9 2
101 -65 8 5
490 -329 2 8
23 20 1 0
-382 430 8 7
-273 267 5 8
-402 280 2 9
223 -134 3 0
-373 183 5 7
-306 -292 6 0
-19 -339 2 9
-133 290 2 6
-332 130 5 1
61 -56 8 4
-387 215 5 7
59 -326 2 1
98 -159 2 2
386 -74 9 9
328 -234 9 4
-455 492 5 3
-205 -274 1 3
149 130 9 9
430 -287 9 7
-106 -68 4 9
-190 440 6 0
496 431 9 6
56 -396 4 3
114 475 3 0
-159 238 6 6
-289 -487 3 4
-90 -149 8 4
-481 -401 2 6
492 -155 1 0
-351 237 4 2
336 -165 1 5
150 -381 7 2
70 -126 1 7
153 471 2 6
-270 -436 3 5
-230 440 5 4
175 -255 5 3
-70 169 5 3
-430 154 9 5
277 -177 4 3
-99 212 2 2
63 104 2 2
185 350 1 7
485 -500 4 4
-411 -293 9 5
381 433 7 1
-427 -403 1 4
-106 143 6 4
110 -285 4 7
-76 -378 7 2
373 267 8 4
-169 -2 1 6
-289 324 8 3
-318 -420 7 3
-274 266 8 4
68 -89 2 4
-183 309 6 9
76 166 8 5
240 206 9 6
55 12 4 6
-232 -292 1 9
-386 9 4 4
216 44 7 4
-433 433 9 4
-267 -365 7 9
-271 377 9 9
304 -288 9 4
386 -185 4 5
-79 203 8 1
-298 -259 2 1
76 106 7 5
55 -98 4 0
447 -68 4 9
-70 465 2 3
428 405 1 1
59 -489 1 9
126 -29 3 1
86 -131 1 7
-164 -204 5 8
344 293 2 4
0 -397 4 5
58 -468 4 5
-454 -392 7 9
-393 29 1 2
40 388 3 1
131 335 9 5
-271 79 5 8
358 -434 9 3
148 -475 6 0
158 -33 6 0
-4 277 8 3
372 71 9 3
347 -160 1 1
-215 418 7 5
-21 -61 4 7
232 325 3 6
-316 39 8 7
-478 170 2 8
240 -153 4 9
-60 400 4 5
305 -325 7 4
332 -157 9 4
360 384 1 9
104 -260 9 5
-30 385 7 1
233 252 5 0
380 158 6 1
-163 -40 7 0
66 394 1 8
-411 205 6 5
-80 12 3 6
76 337 6 0
-474 262 8 0
-282 151 8 6
222 412 8 6
-354 402 7 9
-211 -266 6 2
233 345 5 4
-473 -173 2 0
-465 -253 5 1
413 348 9 3
-123 -294 5 7
36 -394 5 0
376 -48 8 7
-339 340 7 6
243 466 4 0
-431 13 6 5
66 205 7 4
-57 -481 5 2
-407 180 2 2
26 -121 8 5
-175 -20 4 5
23 -262 6 2
213 -78 7 4
188 -237 2 6
357 86 8 2
175 288 2 6
-489 -197 3 7
312 268 9 2
-207 -162 9 6
-160 -171 8 3
-205 406 4 0
-318 -8 5 8
-98 -370 5 1
-346 -281 1 5
309 -46 5 2
-53 195 9 0
264 200 3 2
-14 156 6 5
5 429 4 8
456 -20 8 5
-115 -116 3 4
107 36 4 7
363 -324 8 4
177 -80 4 1
-320 428 2 4
-437 28 1 7
-488 -10 1 6
474 -131 7 3
-271 199 3 4
144 105 3 5
35 -14 5 3
-390 434 5 3
390 485 5 9
-11 18 9 6
-364 18 9 1
-166 341 1 5
107 -6 7 0
272 -87 5 7
-407 -94 9 2
-14 -214 7 9
-149 171 3 6
-496 -354 6 7
-494 -387 5 8
-494 485 3 0
422 -486 8 3
210 184 1 0
-286 -367 2 1
68 12 4 0
159 -208 6 7
-312 177 5 7
51 55 9 7
-296 -205 4 1
-62 216 2 7
24 273 6 2
478 -387 7 3
-6 490 3 2
-149 -399 8 6
161 -471 2 8
-350 460 3 0
329 386 8 8
418 -479 3 4
-83 -481 8 2
353 -119 4 2
426 -397 8 2
-305 -364 4 6
-432 -346 6 4
281 -11 5 6
101 -436 5 2
100 -327 2 8
-465 266 9 0
332 -329 2 9
386 -283 6 6
-36 -498 6 3
359 -465 7 4
-310 148 9 6
150 43 6 1
39 -321 8 9
364 70 7 2
10 365 2 8
434 -69 6 9
79 96 9 9
68 -150 2 5
-220 483 4 9
104 385 7 9
419 395 6 9
-394 332 7 1
104 18 6 4
-492 407 8 3
-83 120 5 6
-234 -449 6 2
452 -277 1 1
418 -97 1 8
473 49 5 4
471 231 1 9
489 -154 2 0
-230 -60 5 7
122 338 5 4
126 -27 8 5
78 73 1 2
392 -36 2 4
-327 67 6 7
-87 -140 5 5
114 -55 3 9
494 308 4 9
-235 38 7 5
350 473 9 0
-383 165 4 7
73 -128 7 1
466 124 8 6
94 139 4 0
182 -323 8 4
-180 75 6 8
-42 13 1 3
-58 426 3 4
-457 -176 7 7
-458 109 6 1
-377 -164 5 0
-368 -238 2 7
-175 79 1 4
-476 59 7 9
95 178 8 5
-10 292 5 1
317 -338 5 8
-132 1 1 9
448 -348 5 9
-157 -478 1 9
-258 96 6 6
-473 -93 5 1
-151 -379 1 6
-257 -9 8 3
142 224 7 2
-171 109 7 2
79 166 2 8
-486 377 9 5
252 -93 9 3
472 -311 1 6
-24 -246 3 9
-98 -4 9 7
-431 382 4 9
-439 -151 3 5
337 80 8 0
188 -146 7 7
416 67 5 8
430 68 3 3
-258 -480 9 9
-77 313 2 4
-312 208 9 4
287 397 6 7
73 389 5 4
236 158 3 6
342 359 9 7
13 -145 5 3
-407 6 5 9
10 353 8 7
225 -498 2 8
-392 77 5 5
-453 -184 6 3
-83 -419 9 2
-24 250 5 8
19 443 4 6
-293 -365 5 2
183 -82 1 3
-191 -154 9 7
-384 86 6 7
-217 77 8 3
407 429 2 1
135 -181 9 8
-2 -339 1 6
63 -323 6 8
-406 -162 9 4
-398 -114 9 5
-495 331 6 2
468 420 2 8
397 -1 5 5
179 233 2 3
155 82 3 8
-286 -468 6 4
-116 79 1 9
137 368 4 6
-23 496 6 8
448 133 6 8
93 343 3 4
-463 -14 7 3
-194 375 3 8
250 312 9 3
-202 -409 5 1
468 174 7 3
166 -129 3 6
-11 78 5 4
216 451 4 1
106 -381 7 9
-281 -173 2 0
-173 219 2 0
165 183 2 8
-263 463 1 7
488 52 6 5
42 292 6 2
-57 364 7 9
-142 363 2 9
-100 173 6 6
-56 276 2 8
-417 -353 3 6
343 -42 9 5
-148 294 2 7
39 -468 1 8
-81 -123 3 9
-307 147 6 3
-421 -38 7 2
-392 -444 8 9
-224 -198 8 2
451 98 1 7
-32 138 5 7
-303 -103 2 9
480 -383 3 1
219 -148 3 4
-307 219 6 1
-12 110 8 3
11 -129 9 6
420 -76 7 9
-19 -276 9 5
-190 -418 2 4
328 -280 6 5
-182 -152 4 5
-108 -7 2 7
56 118 7 9
-19 -495 6 1
210 50 2 1
103 341 8 0
428 346 9 0
351 -108 7 1
-36 -35 8 8
363 233 6 6
256 -36 9 1
-334 317 6 9
-349 -356 6 4
-472 -484 5 2
55 -32 8 8
130 56 6 4
291 166 7 5
-340 208 8 2
18 -323 5 2
-355 -485 6 2
49 444 1 3
-391 -163 3 0
188 -273 5 3
-387 -191 1 4
206 416 9 5
-349 121 5 4
126 64 1 6
-27 -467 4 8
-466 337 3 1
-118 105 9 3
237 382 7 6
366 -382 1 2
242 -163 4 4
-423 -393 1 5
441 -372 9 8
193 7 3 8
175 -369 1 5
290 341 9 5
-106 -282 2 4
397 -10 6 1
115 303 4 6
-131 -102 2 2
-211 235 2 3
81 377 8 5
278 56 9 7
20 171 5 8
153 422 3 1
322 367 6 6
425 -16 7 7
-416 -124 8 5
101 -236 3 6
-400 -371 3 4
112 227 2 8
167 -342 1 7
-379 -256 5 9
-252 -11 2 2
-121 -42 6 5
-465 355 1 4
-202 -90 3 6
197 489 9 2
-69 -207 1 7
-452 136 2 7
-54 -272 3 8
123 86 6 7
139 308 7 4
342 126 1 8
-91 414 2 2
-274 229 6 2
174 166 5 2
176 -197 9 0
-40 449 1 7
214 -39 7 0
-396 298 7 4
-345 -103 2 4
460 400 3 6
-132 55 2 5
-157 282 1 2
57 -333 2 9
145 123 6 1
361 -42 9 2
452 202 7 3
66 -359 9 3
494 340 2 6
-498 -489 6 7
-216 -422 8 7
62 289 8 4
-426 394 4 3
-123 198 2 4
-155 49 7 8
-54 430 1 4
-305 -273 5 6
135 -304 1 4
15 420 1 8
-286 -219 8 4
-128 46 5 2
-339 176 6 7
-149 363 7 1
392 -204 6 2
-460 233 3 0
472 -246 7 5
-391 462 7 2
100 429 1 4
213 122 8 0
216 159 4 6
407 -242 1 9
-223 43 9 7
33 -364 1 7
-124 -327 3 2
148 249 1 0
380 -236 6 0
390 4 5 7
497 403 8 8
161 -155 4 6
-459 155 8 9
-23 112 8 9
206 -473 4 3
-28 259 3 5
-474 -74 8 9
-62 402 8 9
496 207 6 4
28 -442 6 0
-106 -135 5 7
467 -459 3 3
387 259 5 8
325 -196 4 6
-249 -491 4 2
-492 204 2 4
413 223 4 1
345 -22 4 6
-26 -236 6 9
-39 262 2 4
-212 -230 5 8
321 132 9 5
-370 346 5 3
-391 352 8 5
-28 256 3 1
194 70 1 3
33 286 3 4
400 -121 1 3
-231 471 6 9
496 368 2 3
-411 303 7 7
-256 -152 9 0
-118 483 2 7
-432 -309 9 8
-50 332 8 0
497 -28 5 6
-381 -249 2 8
244 -334 6 0
485 180 8 3
-401 -497 3 9
-459 403 6 3
-342 -411 7 7
-449 22 7 3
268 255 6 1
-410 -204 6 9
177 18 8 0
137 -4 5 0
-36 -403 5 2
-154 -23 5 6
495 375 2 6
-416 -2 2 4
-451 265 2 8
390 -450 1 3
-117 451 3 7
-446 12 9 1
-261 94 1 3
-213 -365 2 6
-425 -49 5 8
19 207 4 2
496 -242 5 0
18 -270 6 3
-307 -486 2 1
-440 -356 3 4
496 -89 1 6
-101 -107 5 0
-6 367 2 7
-260 332 8 1
121 -264 4 5
-447 297 5 6
-131 185 7 1
201 349 1 0
261 -13 6 7
-319 332 5 8
244 112 1 7
-200 -479 5 9
-132 -397 4 3
-185 97 4 5
-471 467 4 1
393 204 1 9
197 487 2 6
371 -203 1 1
-500 -302 8 6
-277 242 2 5
-436 -33 7 9
78 -219 9 1
303 211 8 3
433 -132 9 4
33 -427 9 8
88 -53 7 4
260 -239 9 3
33 305 6 1
11 423 8 6
389 -121 3 7
51 484 4 6
-460 -177 9 8
-41 221 7 5
17 98 6 9
-483 366 7 0
108 182 3 6
291 163 7 5
57 110 6 5
350 -238 3 1
-285 -418 4 7
351 125 6 8
-432 115 4 0
133 -433 5 3
-127 59 1 8
-404 -374 5 0
172 211 4 4
276 -297 7 3
378 240 3 8
-26 -303 2 9
342 152 1 3
-295 -179 7 3
-305 -308 6 1
221 293 1 8
182 -427 4 1
-71 305 9 1
237 -460 2 3
199 -251 8 8
-480 389 3 7
451 357 8 1
58 -276 8 4
-225 473 6 7
-392 -266 1 6
-361 -438 3 2
-457 -434 4 9
-157 -346 5 6
129 -260 6 9
182 -353 7 3
70 -243 7 6
-124 282 2 1
176 -214 7 7
48 -20 9 1
-346 408 3 5
150 -468 8 1
-73 -300 4 7
304 -96 2 2
422 213 4 8
-352 271 4 8
-266 -466 7 2
382 233 8 6
-76 -433 7 8
96 -497 7 1
-373 337 6 4
247 -125 3 0
-131 260 1 3
-210 -371 6 8
-184 -442 2 7
196 -311 1 0
205 -299 3 2
-499 -251 6 5
-477 -131 4 8
-148 411 4 5
-486 -164 9 2
361 -386 5 2
50 -251 3 2
217 -338 1 9
23 221 5 3
308 20 5 2
-34 330 2 0
266 -305 7 9
488 389 6 4
461 -363 4 0
-15 -70 3 3
-337 -153 9 4
315 156 5 0
201 -319 3 2
252 -402 4 2
-212 -391 7 9
-207 123 4 4
-84 340 6 0
-149 160 9 4
-230 288 5 2
308 -398 5 5
-152 86 4 5
414 5 8 3
-409 488 8 1
228 -428 7 6
86 -358 3 7
283 54 5 8
271 -38 8 0
426 475 9 8
-464 -22 4 7
-199 -419 8 1
61 297 4 9
-121 -212 8 9
-368 434 6 4
430 -289 8 2
353 74 4 0
-212 68 1 7
369 -401 6 2
151 -2 7 8
182 147 3 8
-368 444 6 3
-26 337 6 2
-146 116 9 8
-104 143 8 0
178 -249 8 4
-220 302 6 7
-459 353 4 1
324 -487 5 9
386 50 8 3
-263 490 3 1
-397 134 4 4
-120 389 2 9
255 -50 9 1
-410 299 1 7
35 -476 1 2
-415 258 2 1
-163 -403 3 4
-112 -145 2 5
307 246 9 4
350 -272 8 1
64 -214 7 3
-225 -207 4 0
-312 -135 9 0
-407 352 4 3
332 -450 5 7
-204 -365 7 4
-28 50 5 8
-218 496 9 1
6 343 8 5
111 253 2 0
72 -95 7 4
490 460 7 8
403 -183 2 7
-154 239 4 7
203 -19 8 8
435 449 6 2
435 437 6 7
271 457 5 5
201 -160 1 6
-381 231 9 6
-42 5 1 7
129 -286 1 6
-202 96 4 2
-162 -295 5 6
-154 249 2 7
50 -470 6 9
38 -275 1 5
-384 -220 6 1
-326 -266 6 4
-155 -206 7 5
-475 -479 1 4
-495 -461 5 8
171 -312 3 9
334 8 5 1
369 -147 4 2
148 445 4 9
263 114 8 8
-271 -170 1 3
232 -44 8 1
125 -415 4 9
334 362 9 1
-243 -390 8 4
327 315 1 8
220 -26 8 0
-176 32 6 9
-250 -163 1 4
-346 -24 4 7
447 254 6 8
398 247 8 0
-344 -16 8 3
-471 -145 7 6
431 384 1 6
-417 -306 5 8
-391 131 8 2
305 -101 1 9
-277 -414 8 2
132 -107 4 5
37 23 4 2
59 -296 9 6
429 -312 2 9
-476 310 1 1
488 269 8 3
267 -66 5 6
276 -435 7 3
39 -276 4 9
199 -83 9 9
-72 -416 2 6
-406 64 6 0
452 336 9 7
-440 -383 9 7
360 125 9 8
86 -339 8 7
-281 -241 3 1
-104 -372 4 7
323 326 5 4
271 -291 8 5
-445 -301 6 0
113 -250 5 4
-478 -124 3 1
372 281 8 5
372 -478 2 8
34 -219 8 6
175 -336 5 0
312 473 6 6
-23 -274 9 8
-40 -37 3 6
419 -279 8 4
-121 -428 3 1
-73 -228 7 3
420 118 1 1
353 -250 2 8
-347 -169 7 2
305 -243 6 9
-26 -417 3 0
475 160 2 3
-78 230 4 1
-137 -260 2 5
-258 307 1 7
127 41 3 7
-261 426 9 3
-448 -437 4 9
176 -113 1 2
-389 -89 4 3
367 -3 4 4
77 -407 1 7
-400 -278 8 5
10 -489 7 9
-111 290 8 5
116 -34 6 1
110 18 8 3
-485 -18 1 8
329 -140 9 3
-142 -213 5 3
222 -368 2 6
-71 -193 3 7
481 397 7 4
-382 135 2 6
-297 381 6 1
-262 306 8 4
195 370 7 6
-262 -159 2 0
28 479 7 6
409 -58 3 7
17 -376 3 7
-128 460 9 4
-6 450 6 2
241 -137 1 4
216 -77 9 4
-3 285 9 3
166 376 6 2
337 208 8 8
-154 226 5 0
164 308 2 4
-154 29 1 1
-206 478 6 2
425 6 7 6
-193 -433 8 6
118 208 4 9
-448 176 7 2
-451 323 9 0
476 -279 1 8
-237 10 5 7
283 -366 1 4
327 -215 9 4
-407 104 3 5
-206 82 2 7
463 265 4 1
245 -180 7 2
-41 -469 9 2
217 -254 7 7
74 -203 8 8
-425 108 4 2
-51 377 2 7
-223 437 5 0
87 177 6 2
81 -269 4 0
-219 178 2 5
0 -15 5 6
117 -376 1 1
194 -285 2 4
6 -487 8 3
-187 204 8 4
448 25 6 6
284 -280 9 6
-194 -370 7 7
94 488 5 0
429 -6 6 5
-266 -408 4 3
190 1 9 4
202 217 7 1
-409 -72 1 4
-472 102 3 1
81 -470 2 0
133 -32 4 3
87 187 1 0
422 71 3 5
380 -419 6 6
-174 -332 1 0
295 -205 9 5
-132 432 7 0
116 284 6 5
59 -122 8 4
-155 -432 8 3
-306 324 1 2
441 3 9 9
-163 -314 9 9
492 420 2 7
483 -12 4 8
3 -9 1 2
193 -274 6 9
-486 186 4 2
138 -22 3 5
-447 128 1 8
-50 -400 2 2
487 340 2 8
345 252 2 3
151 -85 2 8
332 -254 5 3
23 -200 1 8
424 211 8 9
264 -87 6 8
-344 -284 7 4
-178 -136 2 9
-72 -472 7 1
130 -167 8 9
20 -20 8 5
490 -358 7 6
177 268 2 6
378 -151 7 0
149 136 2 8
-95 -447 3 1
320 54 1 5
-34 -287 6 4
369 319 8 6
-449 -50 4 5
-345 -351 8 7
142 -321 3 8
-162 -166 5 9
-489 -429 6 0
-476 -372 1 0
142 247 2 3
-350 231 8 7
-37 -161 7 6
-128 -147 6 9
179 -204 9 1
18 109 6 6
-81 -90 4 3
-184 -92 9 9
-220 -456 8 9
-72 231 6 2
-298 -447 3 3
-210 194 1 8
184 -274 5 4
321 34 8 8
-79 -64 2 4
-280 -248 1 5
399 -218 4 2
-117 -162 2 3
491 -20 6 4
-432 171 7 4
387 -387 4 8
-119 373 9 2
317 462 6 4
162 -331 7 8
59 -365 1 4
379 85 6 8
39 382 6 9
-35 405 2 7
120 247 6 0
-5 -486 9 6
325 -34 2 6
257 490 2 3
-119 22 7 5
-302 369 2 4
150 436 4 4
97 -414 2 0
290 -150 4 9
359 178 1 8
172 266 1 2
-142 448 5 8
331 183 8 7
100 -310 3 8
91 -166 1 3
-441 -161 2 2
-207 338 5 0
111 -148 2 5
-416 191 4 9
-415 297 6 8
29 134 4 9
126 443 4 6
395 -23 1 4
112 -419 5 7
-349 -406 9 5
337 -27 6 0
-315 -473 3 2
145 71 9 3
-412 0 8 0
-450 21 3 2
-177 119 7 0
202 39 4 1
-326 368 2 2
162 -14 9 3
-144 -54 4 8
-268 67 4 0
-377 -100 7 8
225 -193 5 0
-39 207 7 5
-382 343 6 5
-203 367 3 7
-431 -175 4 4
287 -350 8 4
2 -146 7 1
38 372 4 0
-469 383 2 2
-298 265 7 4
-248 -142 7 2
-471 -203 8 5
418 -227 2 6
-207 300 5 1
280 465 2 4
465 -208 3 7
66 452 4 2
-296 173 9 2
-346 -134 4 4
363 189 1 7
-207 -444 8 3
411 202 8 8
-497 -238 9 6
485 -299 9 0
357 -284 8 3
-317 -402 5 8
80 392 8 6
-34 -43 2 6
330 311 8 1
-348 272 3 7
83 118 5 6
-272 74 5 5
171 -354 1 8
388 -280 6 1
206 338 1 5
-274 -78 4 5
-123 210 3 8
433 -3 5 2
-149 -362 3 6
300 30 1 6
-347 401 8 0
-211 -460 6 5
50 386 1 6
165 -107 5 9
-400 455 3 2
-68 324 5 3
-94 316 4 8
437 -187 6 3
53 -243 5 2
168 -194 6 2
95 -144 3 8
-244 78 9 3
135 -148 3 8
-302 493 3 2
-207 -404 9 1
326 -462 2 8
447 226 3 8
90 -233 4 2
-51 484 7 2
289 52 2 3
-218 440 8 9
-352 82 1 4
415 -129 9 7
-365 -170 5 9
-166 -492 4 7
11 303 3 7
-211 366 2 5
-285 -225 5 2
439 -371 2 6
-486 172 2 2
335 451 8 7
463 -250 5 4
128 166 1 2
16 -389 7 3
297 31 9 4
345 -293 6 9
-265 -316 5 5
-20 -123 1 8
336 -273 8 6
392 -194 7 2
-178 -95 6 5
-346 191 5 6
-99 -293 2 7
-52 397 6 6
-494 200 1 0
189 95 6 4
-222 235 8 2
125 426 7 3
-152 258 4 6
-50 82 5 6
319 -479 3 4
486 -258 7 1
-247 112 8 1
189 -166 9 1
259 -419 1 8
1 488 9 2
-418 -476 3 8
-357 275 2 3
465 -158 8 8
120 64 5 6
386 -66 3 6
377 -413 5 6
-453 498 2 4
127 -145 3 1
230 175 8 0
472 8 1 8
-185 496 7 4
-217 -264 5 8
235 -241 5 7
58 0 8 1
364 -40 9 0
-392 -95 3 2
-79 215 9 9
209 -12 7 0
444 343 7 4
413 93 2 2
-486 125 7 8
21 439 1 8
275 85 8 3
-484 340 5 1
148 -470 6 8
-21 421 1 0
111 -212 9 7
-257 -86 4 2
168 -307 1 8
95 -249 6 1
25 -500 6 5
-54 -158 9 6
-317 313 8 8
111 280 3 1
97 -480 2 9
-153 -210 6 6
-115 475 7 6
-114 -321 5 2
64 248 7 9
-260 470 9 6
-189 274 9 3
172 69 5 6
304 393 6 6
-477 10 7 7
-374 117 7 9
115 -371 2 2
399 -360 7 9
309 -3 2 5
371 -221 2 8
-211 496 9 1
-325 -126 5 9
-442 -178 2 0
-47 427 3 1
420 -38 4 6
-121 365 3 4
-92 131 2 9
331 -432 1 3
85 299 5 1
-313 401 5 1
265 -1 2 1
62 403 2 0
-498 -337 8 4
129 -348 5 8
-52 -119 1 1
137 -36 7 4
-250 217 8 7
-40 -400 9 9
-474 262 3 1
-3 -453 1 4
-392 -60 9 9
-121 172 1 4
42 -129 5 6
334 145 7 3
141 -115 3 3
-119 -411 4 9
55 191 6 0
-166 218 2 1
66 231 3 9
-214 -377 1 9
318 202 8 5
-347 429 5 3
60 -263 1 8
38 -30 2 6
265 422 3 4
-429 290 7 4
-128 451 3 2
-216 -11 9 8
180 279 7 3
239 448 8 2
-80 -469 9 0
167 -490 7 3
162 295 8 7
251 474 8 4
268 42 7 2
264 -330 5 9
499 -191 9 4
405 -451 3 9
442 -223 6 6
-475 423 6 9
-244 241 2 5
266 -169 3 6
-203 19 4 7
-445 -352 2 8
-390 36 8 8
362 -418 1 4
16 199 3 0
337 325 2 5
-331 449 4 9
199 304 5 3
194 55 4 0
359 -1 4 6
166 94 8 1
324 490 6 7
400 -471 6 9
-499 428 8 3
-132 -92 4 2
-371 -35 3 8
-281 201 6 2
31 -105 4 3
-107 -237 7 0
-427 231 3 6
-256 -56 7 8
-170 -244 1 5
-415 254 4 8
-248 -314 8 6
-332 216 7 9
-219 5 7 3
333 -365 9 0
-286 388 4 9
-67 7 8 1
317 465 1 6
-497 -85 2 9
-428 463 2 2
-311 -255 6 7
347 131 9 6
383 -442 3 3
102 -332 2 1
-465 -298 9 3
-264 216 4 1
-425 397 9 9
150 -447 4 8
-210 -114 1 7
239 -95 6 2
361 7 5 5
-152 140 1 9
-252 -270 6 9
234 246 3 6
297 -194 4 7
144 -422 7 9
14 -32 3 4
-105 11 6 5
193 344 6 3
153 -144 7 2
55 -188 2 2
109 -251 6 1
361 -417 5 1
19 -115 6 2
117 -334 6 4
-237 128 5 1
206 423 1 1
-30 -193 9 3
-487 2 4 0
-59 150 1 5
85 -72 4 6
473 -100 6 2
-190 -265 2 8
-71 242 2 2
394 -337 8 0
306 470 4 0
-296 241 9 9
-113 -133 7 8
-145 -180 4 0
-200 -135 4 1
87 -6 7 8
-450 30 8 5
-26 107 5 5
-262 -139 1 4
283 -251 9 8
57 -492 6 0
-88 148 2 5
-336 -76 8 5
190 -386 6 2
48 -347 1 3
-101 -135 1 8
376 114 8 8
-480 -398 3 4
-180 -146 3 2
489 36 1 0
171 -449 1 1
433 206 1 8
15 -407 2 7
248 -122 3 4
496 32 3 8
-112 274 4 2
35 -406 6 3
323 379 6 7
188 333 5 2
30 281 7 0
-300 -58 4 8
-261 -380 1 4
-147 -337 6 6
-162 238 2 6
-298 -106 2 0
135 1 9 9
43 -166 7 1
-69 -485 8 9
390 398 4 0
-133 145 8 2
72 496 2 5
148 -358 7 5
332 466 1 3
292 -254 3 5
-421 -56 7 0
28 456 4 8
147 -259 2 5
-281 -343 4 0
455 390 2 7
-83 -81 4 7
-496 404 8 9
-202 -145 1 5
-390 -375 5 2
-452 472 2 1
-266 362 8 3
436 347 4 6
250 385 8 4
352 -52 6 2
211 19 5 1
497 -218 6 9
